[8],['elu'],00,500,Adam,MaxAbsoluteDeviation,0.9929454326629639,,18.731180299999323
[8],['sigmoid'],06,500,Adam,MaxAbsoluteDeviation,1.0021183490753174,,19.068696700000146
[8],['swish'],08,500,Adam,MaxAbsoluteDeviation,0.9601005911827087,,18.076220799999646
[8],['tanh'],09,500,Adam,MaxAbsoluteDeviation,0.8837841153144836,,18.086729699998614
[11],['elu'],30,500,Adam,MaxAbsoluteDeviation,0.8912650346755981,,16.78425729999981
[11],['sigmoid'],36,500,Adam,MaxAbsoluteDeviation,1.022476077079773,,17.113668100000723
[11],['swish'],38,500,Adam,MaxAbsoluteDeviation,0.8269526362419128,,17.789780099999916
[11],['tanh'],39,500,Adam,MaxAbsoluteDeviation,0.9594054222106934,,17.190752299999076
[14],['elu'],60,500,Adam,MaxAbsoluteDeviation,0.9396138191223145,,17.30153429999882
[14],['sigmoid'],66,500,Adam,MaxAbsoluteDeviation,1.0197334289550781,,15.949374800000442
[14],['swish'],68,500,Adam,MaxAbsoluteDeviation,0.8374204039573669,,15.909652700000152
[14],['tanh'],69,500,Adam,MaxAbsoluteDeviation,0.919222891330719,,15.983735800000431
[17],['elu'],90,500,Adam,MaxAbsoluteDeviation,0.9126810431480408,,16.413629099999525
[17],['sigmoid'],96,500,Adam,MaxAbsoluteDeviation,0.9820574522018433,,15.825253699998939
[17],['swish'],98,500,Adam,MaxAbsoluteDeviation,0.8142917156219482,,15.908294499999101
[17],['tanh'],99,500,Adam,MaxAbsoluteDeviation,0.9107299447059631,,15.75948149999931
[20],['elu'],c0,500,Adam,MaxAbsoluteDeviation,0.9746144413948059,,15.733472199999596
[20],['sigmoid'],c6,500,Adam,MaxAbsoluteDeviation,0.9959802627563477,,15.607212900000377
[20],['swish'],c8,500,Adam,MaxAbsoluteDeviation,0.8569142818450928,,15.870279000000664
[20],['tanh'],c9,500,Adam,MaxAbsoluteDeviation,0.8233705759048462,,15.791807800000242
[23],['elu'],f0,500,Adam,MaxAbsoluteDeviation,0.9742733240127563,,15.667080400000486
[23],['sigmoid'],f6,500,Adam,MaxAbsoluteDeviation,1.026183009147644,,15.70112010000048
[23],['swish'],f8,500,Adam,MaxAbsoluteDeviation,0.8298275470733643,,15.694849800000156
[23],['tanh'],f9,500,Adam,MaxAbsoluteDeviation,0.8347641229629517,,15.537186900000961
"[8, 8]","['elu', 'elu']",0000,500,Adam,MaxAbsoluteDeviation,0.7165742516517639,,15.776454400000148
"[8, 8]","['elu', 'sigmoid']",0006,500,Adam,MaxAbsoluteDeviation,0.6017350554466248,,15.67911439999989
"[8, 8]","['elu', 'swish']",0008,500,Adam,MaxAbsoluteDeviation,0.6375022530555725,,15.710733899999468
"[8, 8]","['elu', 'tanh']",0009,500,Adam,MaxAbsoluteDeviation,0.5701136589050293,,15.775532399999065
"[8, 11]","['elu', 'elu']",0030,500,Adam,MaxAbsoluteDeviation,0.6689380407333374,,15.912182400001257
"[8, 11]","['elu', 'sigmoid']",0036,500,Adam,MaxAbsoluteDeviation,0.5105538368225098,,15.761721799999577
"[8, 11]","['elu', 'swish']",0038,500,Adam,MaxAbsoluteDeviation,0.7762337327003479,,15.709802199999103
"[8, 11]","['elu', 'tanh']",0039,500,Adam,MaxAbsoluteDeviation,0.2793941795825958,,15.77062019999903
"[8, 14]","['elu', 'elu']",0060,500,Adam,MaxAbsoluteDeviation,0.8661608695983887,,16.058334899998954
"[8, 14]","['elu', 'sigmoid']",0066,500,Adam,MaxAbsoluteDeviation,0.5033726692199707,,15.842560900000535
"[8, 14]","['elu', 'swish']",0068,500,Adam,MaxAbsoluteDeviation,0.7799843549728394,,15.872663599999214
"[8, 14]","['elu', 'tanh']",0069,500,Adam,MaxAbsoluteDeviation,0.5371123552322388,,16.02252369999951
"[8, 17]","['elu', 'elu']",0090,500,Adam,MaxAbsoluteDeviation,0.6911296844482422,,16.939856800001508
"[8, 17]","['elu', 'sigmoid']",0096,500,Adam,MaxAbsoluteDeviation,0.5867884159088135,,16.482598999999027
"[8, 17]","['elu', 'swish']",0098,500,Adam,MaxAbsoluteDeviation,0.6913398504257202,,16.99405939999997
"[8, 17]","['elu', 'tanh']",0099,500,Adam,MaxAbsoluteDeviation,0.27108344435691833,,16.602897300001132
"[8, 20]","['elu', 'elu']",00c0,500,Adam,MaxAbsoluteDeviation,0.7547911405563354,,16.134794699999475
"[8, 20]","['elu', 'sigmoid']",00c6,500,Adam,MaxAbsoluteDeviation,0.7171083688735962,,16.8692618999994
"[8, 20]","['elu', 'swish']",00c8,500,Adam,MaxAbsoluteDeviation,0.8918837904930115,,16.235017700000753
"[8, 20]","['elu', 'tanh']",00c9,500,Adam,MaxAbsoluteDeviation,0.502108097076416,,16.336403600000267
"[8, 23]","['elu', 'elu']",00f0,500,Adam,MaxAbsoluteDeviation,0.7870184183120728,,16.64358320000065
"[8, 23]","['elu', 'sigmoid']",00f6,500,Adam,MaxAbsoluteDeviation,0.6693677306175232,,15.86059959999875
"[8, 23]","['elu', 'swish']",00f8,500,Adam,MaxAbsoluteDeviation,0.7779443264007568,,15.965027600001122
"[8, 23]","['elu', 'tanh']",00f9,500,Adam,MaxAbsoluteDeviation,0.6861846446990967,,15.853237700001046
"[8, 8]","['sigmoid', 'elu']",0600,500,Adam,MaxAbsoluteDeviation,0.9849876761436462,,15.628503300000375
"[8, 8]","['sigmoid', 'sigmoid']",0606,500,Adam,MaxAbsoluteDeviation,0.9985520839691162,,15.673737799999799
"[8, 8]","['sigmoid', 'swish']",0608,500,Adam,MaxAbsoluteDeviation,1.013546109199524,,15.248533500000121
"[8, 8]","['sigmoid', 'tanh']",0609,500,Adam,MaxAbsoluteDeviation,0.6812699437141418,,14.570081599998957
"[8, 11]","['sigmoid', 'elu']",0630,500,Adam,MaxAbsoluteDeviation,1.0700342655181885,,15.585359000000608
"[8, 11]","['sigmoid', 'sigmoid']",0636,500,Adam,MaxAbsoluteDeviation,0.9927296042442322,,15.738029799998912
"[8, 11]","['sigmoid', 'swish']",0638,500,Adam,MaxAbsoluteDeviation,0.9944157600402832,,15.352193299999271
"[8, 11]","['sigmoid', 'tanh']",0639,500,Adam,MaxAbsoluteDeviation,1.0014722347259521,,14.793495600000824
"[8, 14]","['sigmoid', 'elu']",0660,500,Adam,MaxAbsoluteDeviation,0.9564197063446045,,15.467361299999538
"[8, 14]","['sigmoid', 'sigmoid']",0666,500,Adam,MaxAbsoluteDeviation,1.0524370670318604,,15.241136999999071
"[8, 14]","['sigmoid', 'swish']",0668,500,Adam,MaxAbsoluteDeviation,1.0322294235229492,,15.610734500000035
"[8, 14]","['sigmoid', 'tanh']",0669,500,Adam,MaxAbsoluteDeviation,0.9580032229423523,,15.376158900000519
"[8, 17]","['sigmoid', 'elu']",0690,500,Adam,MaxAbsoluteDeviation,0.8008904457092285,,15.395689699998911
"[8, 17]","['sigmoid', 'sigmoid']",0696,500,Adam,MaxAbsoluteDeviation,1.0350322723388672,,15.375645100000838
"[8, 17]","['sigmoid', 'swish']",0698,500,Adam,MaxAbsoluteDeviation,0.8315441608428955,,15.212544899999557
"[8, 17]","['sigmoid', 'tanh']",0699,500,Adam,MaxAbsoluteDeviation,1.0030592679977417,,14.557592600000135
"[8, 20]","['sigmoid', 'elu']",06c0,500,Adam,MaxAbsoluteDeviation,1.008371353149414,,15.497502899999745
"[8, 20]","['sigmoid', 'sigmoid']",06c6,500,Adam,MaxAbsoluteDeviation,1.002242088317871,,15.540833799999746
"[8, 20]","['sigmoid', 'swish']",06c8,500,Adam,MaxAbsoluteDeviation,0.819646954536438,,15.86089979999997
"[8, 20]","['sigmoid', 'tanh']",06c9,500,Adam,MaxAbsoluteDeviation,1.0541539192199707,,15.800277000000278
"[8, 23]","['sigmoid', 'elu']",06f0,500,Adam,MaxAbsoluteDeviation,0.9945357441902161,,15.81951889999982
"[8, 23]","['sigmoid', 'sigmoid']",06f6,500,Adam,MaxAbsoluteDeviation,0.9765447378158569,,16.568429699998887
"[8, 23]","['sigmoid', 'swish']",06f8,500,Adam,MaxAbsoluteDeviation,0.8504517078399658,,16.164734000001772
"[8, 23]","['sigmoid', 'tanh']",06f9,500,Adam,MaxAbsoluteDeviation,1.038840889930725,,15.880863899999895
"[8, 8]","['swish', 'elu']",0800,500,Adam,MaxAbsoluteDeviation,0.8511722087860107,,15.959178999999494
"[8, 8]","['swish', 'sigmoid']",0806,500,Adam,MaxAbsoluteDeviation,0.7800358533859253,,16.086519299999054
"[8, 8]","['swish', 'swish']",0808,500,Adam,MaxAbsoluteDeviation,0.7176455855369568,,15.392483400000856
"[8, 8]","['swish', 'tanh']",0809,500,Adam,MaxAbsoluteDeviation,0.1202215850353241,,16.370337599999402
"[8, 11]","['swish', 'elu']",0830,500,Adam,MaxAbsoluteDeviation,0.8473763465881348,,15.727104800000234
"[8, 11]","['swish', 'sigmoid']",0836,500,Adam,MaxAbsoluteDeviation,0.7846299409866333,,15.048784599999635
"[8, 11]","['swish', 'swish']",0838,500,Adam,MaxAbsoluteDeviation,0.7262789607048035,,15.084864299999026
"[8, 11]","['swish', 'tanh']",0839,500,Adam,MaxAbsoluteDeviation,0.6759458780288696,,15.216606799998772
"[8, 14]","['swish', 'elu']",0860,500,Adam,MaxAbsoluteDeviation,0.7888324856758118,,14.885247500000332
"[8, 14]","['swish', 'sigmoid']",0866,500,Adam,MaxAbsoluteDeviation,0.8550940155982971,,14.816927199999554
"[8, 14]","['swish', 'swish']",0868,500,Adam,MaxAbsoluteDeviation,0.8389337062835693,,15.191510700000435
"[8, 14]","['swish', 'tanh']",0869,500,Adam,MaxAbsoluteDeviation,0.350796639919281,,15.134137999999439
"[8, 17]","['swish', 'elu']",0890,500,Adam,MaxAbsoluteDeviation,0.8322155475616455,,15.165707100000873
"[8, 17]","['swish', 'sigmoid']",0896,500,Adam,MaxAbsoluteDeviation,0.8322413563728333,,15.298293599998942
"[8, 17]","['swish', 'swish']",0898,500,Adam,MaxAbsoluteDeviation,0.8057275414466858,,15.316060999999536
"[8, 17]","['swish', 'tanh']",0899,500,Adam,MaxAbsoluteDeviation,0.44237154722213745,,15.3872997999988
"[8, 20]","['swish', 'elu']",08c0,500,Adam,MaxAbsoluteDeviation,0.9068317413330078,,15.428806199999599
"[8, 20]","['swish', 'sigmoid']",08c6,500,Adam,MaxAbsoluteDeviation,0.6563737392425537,,14.97087079999983
"[8, 20]","['swish', 'swish']",08c8,500,Adam,MaxAbsoluteDeviation,0.8093111515045166,,15.106116200000542
"[8, 20]","['swish', 'tanh']",08c9,500,Adam,MaxAbsoluteDeviation,0.4481717646121979,,15.193886700000803
"[8, 23]","['swish', 'elu']",08f0,500,Adam,MaxAbsoluteDeviation,0.859877347946167,,16.112351700001454
"[8, 23]","['swish', 'sigmoid']",08f6,500,Adam,MaxAbsoluteDeviation,0.807519793510437,,15.550164799999038
"[8, 23]","['swish', 'swish']",08f8,500,Adam,MaxAbsoluteDeviation,0.7972062826156616,,15.511938699999519
"[8, 23]","['swish', 'tanh']",08f9,500,Adam,MaxAbsoluteDeviation,0.27165326476097107,,15.396306200000254
"[8, 8]","['tanh', 'elu']",0900,500,Adam,MaxAbsoluteDeviation,0.7580999135971069,,15.252521600001273
"[8, 8]","['tanh', 'sigmoid']",0906,500,Adam,MaxAbsoluteDeviation,0.6688778400421143,,15.297769499999049
"[8, 8]","['tanh', 'swish']",0908,500,Adam,MaxAbsoluteDeviation,0.7834155559539795,,15.346137800001088
"[8, 8]","['tanh', 'tanh']",0909,500,Adam,MaxAbsoluteDeviation,0.3910544514656067,,15.195636899999954
"[8, 11]","['tanh', 'elu']",0930,500,Adam,MaxAbsoluteDeviation,0.6455256342887878,,15.242470699999103
"[8, 11]","['tanh', 'sigmoid']",0936,500,Adam,MaxAbsoluteDeviation,0.5930851697921753,,15.270694700000604
"[8, 11]","['tanh', 'swish']",0938,500,Adam,MaxAbsoluteDeviation,0.5585847496986389,,15.347029900000052
"[8, 11]","['tanh', 'tanh']",0939,500,Adam,MaxAbsoluteDeviation,0.3372862935066223,,15.229407700000593
"[8, 14]","['tanh', 'elu']",0960,500,Adam,MaxAbsoluteDeviation,0.7266572713851929,,15.204888799999026
"[8, 14]","['tanh', 'sigmoid']",0966,500,Adam,MaxAbsoluteDeviation,0.6618683338165283,,15.257768199999191
"[8, 14]","['tanh', 'swish']",0968,500,Adam,MaxAbsoluteDeviation,0.607937216758728,,15.362336800000776
"[8, 14]","['tanh', 'tanh']",0969,500,Adam,MaxAbsoluteDeviation,0.676265299320221,,15.204715099998793
"[8, 17]","['tanh', 'elu']",0990,500,Adam,MaxAbsoluteDeviation,0.8102105855941772,,15.199840799999947
"[8, 17]","['tanh', 'sigmoid']",0996,500,Adam,MaxAbsoluteDeviation,0.6207542419433594,,14.969455700000253
"[8, 17]","['tanh', 'swish']",0998,500,Adam,MaxAbsoluteDeviation,0.7855094075202942,,15.035554500000217
"[8, 17]","['tanh', 'tanh']",0999,500,Adam,MaxAbsoluteDeviation,0.6979488134384155,,14.466318700000556
"[8, 20]","['tanh', 'elu']",09c0,500,Adam,MaxAbsoluteDeviation,0.7688421607017517,,14.441760499999873
"[8, 20]","['tanh', 'sigmoid']",09c6,500,Adam,MaxAbsoluteDeviation,0.6595327854156494,,14.41317639999943
"[8, 20]","['tanh', 'swish']",09c8,500,Adam,MaxAbsoluteDeviation,0.7832796573638916,,14.482195200000206
"[8, 20]","['tanh', 'tanh']",09c9,500,Adam,MaxAbsoluteDeviation,0.17962542176246643,,14.456536800000322
"[8, 23]","['tanh', 'elu']",09f0,500,Adam,MaxAbsoluteDeviation,0.7675673961639404,,14.460800999999265
"[8, 23]","['tanh', 'sigmoid']",09f6,500,Adam,MaxAbsoluteDeviation,0.5405412912368774,,14.465312500000437
"[8, 23]","['tanh', 'swish']",09f8,500,Adam,MaxAbsoluteDeviation,0.7357227802276611,,14.54049010000017
"[8, 23]","['tanh', 'tanh']",09f9,500,Adam,MaxAbsoluteDeviation,0.18224631249904633,,14.440785400000095
"[11, 8]","['elu', 'elu']",3000,500,Adam,MaxAbsoluteDeviation,0.7125198245048523,,14.507686700000704
"[11, 8]","['elu', 'sigmoid']",3006,500,Adam,MaxAbsoluteDeviation,0.5759330987930298,,14.51350950000051
"[11, 8]","['elu', 'swish']",3008,500,Adam,MaxAbsoluteDeviation,0.6753625869750977,,14.543520600000193
"[11, 8]","['elu', 'tanh']",3009,500,Adam,MaxAbsoluteDeviation,0.34441864490509033,,14.927722800000993
"[11, 11]","['elu', 'elu']",3030,500,Adam,MaxAbsoluteDeviation,0.7665821313858032,,14.540761299998849
"[11, 11]","['elu', 'sigmoid']",3036,500,Adam,MaxAbsoluteDeviation,0.6477066278457642,,15.052914700001566
"[11, 11]","['elu', 'swish']",3038,500,Adam,MaxAbsoluteDeviation,0.6197030544281006,,15.866624000000229
"[11, 11]","['elu', 'tanh']",3039,500,Adam,MaxAbsoluteDeviation,0.10159612447023392,,16.01860889999989
"[11, 14]","['elu', 'elu']",3060,500,Adam,MaxAbsoluteDeviation,0.825628399848938,,16.07694690000062
